,vm_a_pu,va_a_degree,vm_b_pu,va_b_degree,vm_c_pu,va_c_degree,p_a_mw,q_a_mvar,p_b_mw,q_b_mvar,p_c_mw,q_c_mvar,unbalance_percent
0,1.05,0.0,1.05,-119.99999999999999,1.05,119.99999999999999,-0.0036786622846317176,0.0036793820899891695,-0.003678662284631717,0.003679382089989169,-0.003678662284631717,0.0036793820899891686,0.0
1,1.0504705965782857,-30.03138683543164,1.0504705965782857,-150.03138683543165,1.0504705965782857,89.96861316456834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.0504707169679948,-30.031428083612298,1.050470716967995,-150.03142808361227,1.0504707169679948,89.96857191638769,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0504707174841983,-30.031428451550727,1.0504707174841983,-150.03142845155074,1.0504707174841985,89.96857154844926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.050470784375101,-30.031451178775793,1.0504707843751009,-150.0314511787758,1.050470784375101,89.96854882122419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1.050470717567362,-30.031428510828107,1.050470717567362,-150.0314285108281,1.0504707175673618,89.96857148917188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1.0504707848893144,-30.03145154529557,1.0504707848893144,-150.03145154529557,1.0504707848893144,89.96854845470442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1.0504707849992496,-30.031451623654345,1.0504707849992496,-150.0314516236543,1.0504707849992494,89.96854837634565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1.0504708938598015,-30.031488690646686,1.0504708938598013,-150.03148869064668,1.0504708938598015,89.96851130935329,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1.0504708944451049,-30.03148910783723,1.0504708944451047,-150.03148910783725,1.0504708944451047,89.96851089216277,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1.0504707176164056,-30.031428545785275,1.0504707176164056,-150.03142854578527,1.0504707176164056,89.96857145421473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
