,scenario,bus_idx,phase,installed_kW,num_injections,violation
57,EV_bus_96_iter_7,96,C,2.24806897214949,1,Overvoltage
58,EV_bus_96_iter_8,96,A,4.30867202687336,1,Overvoltage
59,EV_bus_96_iter_9,96,B,1.4085288916908456,1,Overvoltage
60,EV_bus_96_iter_10,96,A,4.9693962011236685,1,Overvoltage
61,EV_bus_96_iter_11,96,C,2.032476689453578,1,Overvoltage
62,EV_bus_96_iter_12,96,B,3.4086153007222557,1,Overvoltage
63,EV_bus_96_iter_13,96,C,3.7141527386585427,1,Overvoltage
64,EV_bus_96_iter_14,96,B,4.777269281635672,1,Overvoltage
65,EV_bus_96_iter_15,96,A,4.828559493167634,1,Overvoltage
66,EV_bus_96_iter_16,96,C,3.876505894713441,1,Overvoltage
67,EV_bus_96_iter_17,96,C,2.995805739007247,1,Overvoltage
68,EV_bus_96_iter_18,96,C,2.8799358720338804,1,Overvoltage
69,EV_bus_96_iter_19,96,B,1.584321961254855,1,Overvoltage
70,EV_bus_96_iter_20,96,C,1.0251841181136383,1,Overvoltage
71,EV_bus_96_iter_21,96,A,3.8198275782437934,1,Overvoltage
72,EV_bus_96_iter_22,96,C,2.617922611305847,1,Overvoltage
73,EV_bus_96_iter_23,96,C,3.502754711375124,1,Overvoltage
74,EV_bus_96_iter_24,96,C,3.7037955148102664,1,Overvoltage
75,EV_bus_96_iter_25,96,B,1.7549685745867154,1,Overvoltage
76,EV_bus_96_iter_26,96,C,2.4923587826277456,1,Overvoltage
77,EV_bus_96_iter_27,96,B,4.234644317414624,1,Overvoltage
78,EV_bus_96_iter_28,96,A,3.5316759323136653,1,Overvoltage
79,EV_bus_96_iter_29,96,A,3.2330932494246056,1,Overvoltage
80,EV_bus_96_iter_30,96,A,1.1246256656897264,1,Overvoltage
81,EV_bus_96_iter_31,96,B,1.725620156120446,1,Overvoltage
82,EV_bus_96_iter_32,96,C,2.7319862418452407,1,Overvoltage
83,EV_bus_96_iter_33,96,C,4.468242943506791,1,Overvoltage
84,EV_bus_96_iter_34,96,A,3.6990923826448534,1,Overvoltage
85,EV_bus_96_iter_35,96,A,2.667348874020835,1,Overvoltage
86,EV_bus_96_iter_36,96,A,4.766853715300882,1,Overvoltage
87,EV_bus_96_iter_37,96,B,4.214606112786971,1,Overvoltage
88,EV_bus_96_iter_38,96,B,1.572112991132038,1,Overvoltage
89,EV_bus_96_iter_39,96,A,3.0200038760249264,1,Overvoltage
90,EV_bus_96_iter_40,96,A,1.992011974052403,1,Overvoltage
91,EV_bus_96_iter_41,96,A,4.588385801462627,1,Overvoltage
92,EV_bus_96_iter_42,96,C,4.6026113329650595,1,Overvoltage
93,EV_bus_96_iter_43,96,C,4.475231389104363,1,Overvoltage
94,EV_bus_96_iter_44,96,C,2.86157052780436,1,Overvoltage
95,EV_bus_96_iter_45,96,C,2.1390174620850417,1,Overvoltage
96,EV_bus_96_iter_46,96,A,4.200843737756212,1,Overvoltage
97,EV_bus_96_iter_47,96,C,4.968736271876841,1,Overvoltage
98,EV_bus_96_iter_48,96,C,1.4422143508300111,1,Overvoltage
99,EV_bus_96_iter_49,96,A,1.5300634647746918,1,Overvoltage
100,EV_bus_97_iter_0,97,A,4.243999089357684,1,Overvoltage
101,EV_bus_97_iter_1,97,B,4.263139446393792,1,Overvoltage
102,EV_bus_97_iter_2,97,B,1.8176658716369873,1,Overvoltage
103,EV_bus_97_iter_3,97,A,4.2569349284472,1,Overvoltage
104,EV_bus_97_iter_4,97,B,2.617001062779211,1,Overvoltage
105,EV_bus_97_iter_5,97,C,4.78876125239486,1,Overvoltage
106,EV_bus_97_iter_6,97,A,1.8416924180415033,1,Overvoltage
107,EV_bus_97_iter_7,97,C,2.076248394668507,1,Overvoltage
108,EV_bus_97_iter_8,97,B,3.537981070091241,1,Overvoltage
109,EV_bus_97_iter_9,97,C,1.9713650015866477,1,Overvoltage
110,EV_bus_97_iter_10,97,B,2.7095797651014024,1,Overvoltage
111,EV_bus_97_iter_11,97,B,3.932020970263822,1,Overvoltage
112,EV_bus_97_iter_12,97,B,2.9971032448597947,1,Overvoltage
113,EV_bus_97_iter_13,97,B,2.0596980826952467,1,Overvoltage
114,EV_bus_97_iter_14,97,B,1.0384913038743995,1,Overvoltage
115,EV_bus_97_iter_15,97,B,3.567077588752489,1,Overvoltage
116,EV_bus_97_iter_16,97,C,1.2189392525301086,1,Overvoltage
117,EV_bus_97_iter_17,97,A,3.496331863472028,1,Overvoltage
118,EV_bus_97_iter_18,97,B,2.384328987660442,1,Overvoltage
119,EV_bus_97_iter_19,97,A,3.360846007414358,1,Overvoltage
120,EV_bus_97_iter_20,97,C,3.3108771659385887,1,Overvoltage
121,EV_bus_97_iter_21,97,A,2.9137110744828165,1,Overvoltage
122,EV_bus_97_iter_22,97,A,1.1207369930700963,1,Overvoltage
123,EV_bus_97_iter_23,97,A,2.986474979452915,1,Overvoltage
124,EV_bus_97_iter_24,97,B,2.789783216076992,1,Overvoltage
125,EV_bus_97_iter_25,97,A,1.016710235215597,1,Overvoltage
126,EV_bus_97_iter_26,97,B,2.740851094811842,1,Overvoltage
127,EV_bus_97_iter_27,97,B,3.146187725024188,1,Overvoltage
128,EV_bus_97_iter_28,97,C,1.3147835441091305,1,Overvoltage
129,EV_bus_97_iter_29,97,C,3.6121316284686547,1,Overvoltage
130,EV_bus_97_iter_30,97,B,4.811809285452384,1,Overvoltage
131,EV_bus_97_iter_31,97,B,2.9489825097279287,1,Overvoltage
132,EV_bus_97_iter_32,97,B,4.523106696706666,1,Overvoltage
133,EV_bus_97_iter_33,97,C,4.429319347025981,1,Overvoltage
134,EV_bus_97_iter_34,97,A,1.3475709247312113,1,Overvoltage
135,EV_bus_97_iter_35,97,C,3.97333724949136,1,Overvoltage
136,EV_bus_97_iter_36,97,C,3.6161588347074436,1,Overvoltage
137,EV_bus_97_iter_37,97,B,3.075478625134527,1,Overvoltage
138,EV_bus_97_iter_38,97,B,4.136285699871653,1,Overvoltage
139,EV_bus_97_iter_39,97,B,3.902725855070768,1,Overvoltage
140,EV_bus_97_iter_40,97,C,3.6100350859464885,1,Overvoltage
141,EV_bus_97_iter_41,97,B,4.528082582477743,1,Overvoltage
142,EV_bus_97_iter_42,97,A,1.8813293666034032,1,Overvoltage
143,EV_bus_97_iter_43,97,C,3.9956020685103844,1,Overvoltage
144,EV_bus_97_iter_44,97,C,4.716084255555739,1,Overvoltage
145,EV_bus_97_iter_45,97,C,2.631631291841876,1,Overvoltage
146,EV_bus_97_iter_46,97,A,3.0325640764822164,1,Overvoltage
147,EV_bus_97_iter_47,97,C,4.310717374467821,1,Overvoltage
148,EV_bus_97_iter_48,97,B,3.492977487223593,1,Overvoltage
149,EV_bus_97_iter_49,97,C,1.0450676125406542,1,Overvoltage
150,EV_bus_102_iter_0,102,A,3.2367634168755988,1,Overvoltage
151,EV_bus_102_iter_1,102,C,1.485568804936138,1,Overvoltage
152,EV_bus_102_iter_2,102,A,1.456400787346794,1,Overvoltage
153,EV_bus_102_iter_3,102,C,2.3495307346186944,1,Overvoltage
154,EV_bus_102_iter_4,102,B,2.6827216941384244,1,Overvoltage
155,EV_bus_102_iter_5,102,A,1.7019485937477308,1,Overvoltage
156,EV_bus_102_iter_6,102,B,2.497802575100979,1,Overvoltage
157,EV_bus_102_iter_7,102,B,4.758305788670571,1,Overvoltage
158,EV_bus_102_iter_8,102,A,3.0070162562460476,1,Overvoltage
159,EV_bus_102_iter_9,102,A,2.686103057080787,1,Overvoltage
160,EV_bus_102_iter_10,102,B,3.0646200973542896,1,Overvoltage
161,EV_bus_102_iter_11,102,C,4.802379513074007,1,Overvoltage
162,EV_bus_102_iter_12,102,B,4.021278186327603,1,Overvoltage
163,EV_bus_102_iter_13,102,B,4.917213394043607,1,Overvoltage
164,EV_bus_102_iter_14,102,A,2.6906225471243506,1,Overvoltage
165,EV_bus_102_iter_15,102,C,1.2577847363903705,1,Overvoltage
166,EV_bus_102_iter_16,102,C,1.510318026685777,1,Overvoltage
167,EV_bus_102_iter_17,102,A,3.6410112873364078,1,Overvoltage
168,EV_bus_102_iter_18,102,A,3.3197527120285417,1,Overvoltage
169,EV_bus_102_iter_19,102,B,2.7009838586023887,1,Overvoltage
170,EV_bus_102_iter_20,102,B,3.3178004659013,1,Overvoltage
171,EV_bus_102_iter_21,102,A,4.8400829310304605,1,Overvoltage
172,EV_bus_102_iter_22,102,B,3.020908022237212,1,Overvoltage
173,EV_bus_102_iter_23,102,A,3.5906180184442147,1,Overvoltage
174,EV_bus_102_iter_24,102,C,2.5689689930911377,1,Overvoltage
175,EV_bus_102_iter_25,102,B,3.06516949056733,1,Overvoltage
176,EV_bus_102_iter_26,102,A,1.4164997396106256,1,Overvoltage
177,EV_bus_102_iter_27,102,B,3.6704461831325386,1,Overvoltage
178,EV_bus_102_iter_28,102,C,4.718844927910256,1,Overvoltage
179,EV_bus_102_iter_29,102,A,2.4685784691796178,1,Overvoltage
180,EV_bus_102_iter_30,102,B,4.458850420527738,1,Overvoltage
181,EV_bus_102_iter_31,102,C,1.5307640375892304,1,Overvoltage
182,EV_bus_102_iter_32,102,A,1.8869935075280702,1,Overvoltage
183,EV_bus_102_iter_33,102,A,2.2983690495275177,1,Overvoltage
184,EV_bus_102_iter_34,102,C,2.435545206165243,1,Overvoltage
185,EV_bus_102_iter_35,102,B,1.587192119929043,1,Overvoltage
186,EV_bus_102_iter_36,102,A,3.389768340936973,1,Overvoltage
187,EV_bus_102_iter_37,102,B,1.1092525042056711,1,Overvoltage
188,EV_bus_102_iter_38,102,C,3.9001773173970498,1,Overvoltage
189,EV_bus_102_iter_39,102,B,1.727163596698157,1,Overvoltage
190,EV_bus_102_iter_40,102,C,2.7394034922986044,1,Overvoltage
191,EV_bus_102_iter_41,102,C,2.1177682399769138,1,Overvoltage
192,EV_bus_102_iter_42,102,A,1.0925376383549663,1,Overvoltage
193,EV_bus_102_iter_43,102,B,2.3987664596864007,1,Overvoltage
194,EV_bus_102_iter_44,102,A,2.917248439509308,1,Overvoltage
195,EV_bus_102_iter_45,102,C,3.0488244510558458,1,Overvoltage
196,EV_bus_102_iter_46,102,B,1.5494359695328725,1,Overvoltage
197,EV_bus_102_iter_47,102,C,4.114002325302552,1,Overvoltage
198,EV_bus_102_iter_48,102,B,2.2585192205291555,1,Overvoltage
199,EV_bus_102_iter_49,102,A,4.290603367860968,1,Overvoltage
200,EV_bus_103_iter_0,103,B,3.6183497119357146,1,Overvoltage
201,EV_bus_103_iter_1,103,A,2.2646224549191323,1,Overvoltage
202,EV_bus_103_iter_2,103,A,2.8219735728719937,1,Overvoltage
203,EV_bus_103_iter_3,103,A,4.231371389543677,1,Overvoltage
204,EV_bus_103_iter_4,103,C,1.8015300607180067,1,Overvoltage
205,EV_bus_103_iter_5,103,C,1.8537436619842906,1,Overvoltage
206,EV_bus_103_iter_6,103,A,2.634601122252174,1,Overvoltage
207,EV_bus_103_iter_7,103,C,2.8940147163646324,1,Overvoltage
208,EV_bus_103_iter_8,103,A,3.4824019951130065,1,Overvoltage
209,EV_bus_103_iter_9,103,C,3.9332481033160263,1,Overvoltage
210,EV_bus_103_iter_10,103,C,4.085955075756646,1,Overvoltage
211,EV_bus_103_iter_11,103,C,2.3844010998612615,1,Overvoltage
212,EV_bus_103_iter_12,103,C,3.4205599793550183,1,Overvoltage
213,EV_bus_103_iter_13,103,B,4.173160071413315,1,Overvoltage
214,EV_bus_103_iter_14,103,C,1.6599384277507134,1,Overvoltage
215,EV_bus_103_iter_15,103,A,2.137611714595583,1,Overvoltage
216,EV_bus_103_iter_16,103,B,3.268249747317088,1,Overvoltage
217,EV_bus_103_iter_17,103,A,2.602579733527047,1,Overvoltage
218,EV_bus_103_iter_18,103,A,2.290421765354413,1,Overvoltage
219,EV_bus_103_iter_19,103,C,1.9763936452170277,1,Overvoltage
220,EV_bus_103_iter_20,103,A,1.3149555500390129,1,Overvoltage
221,EV_bus_103_iter_21,103,B,1.2668383590044838,1,Overvoltage
222,EV_bus_103_iter_22,103,B,4.243832862767465,1,Overvoltage
223,EV_bus_103_iter_23,103,A,1.4022707011010702,1,Overvoltage
224,EV_bus_103_iter_24,103,B,3.7373040164687805,1,Overvoltage
225,EV_bus_103_iter_25,103,C,3.5387988866095395,1,Overvoltage
226,EV_bus_103_iter_26,103,C,2.267634509776377,1,Overvoltage
227,EV_bus_103_iter_27,103,A,2.636594708446452,1,Overvoltage
228,EV_bus_103_iter_28,103,B,3.662398543111403,1,Overvoltage
229,EV_bus_103_iter_29,103,B,4.954414527730156,1,Overvoltage
230,EV_bus_103_iter_30,103,A,3.504026456548805,1,Overvoltage
231,EV_bus_103_iter_31,103,C,1.6493633509358836,1,Overvoltage
232,EV_bus_103_iter_32,103,C,1.1292267717005218,1,Overvoltage
233,EV_bus_103_iter_33,103,C,2.680459629757387,1,Overvoltage
234,EV_bus_103_iter_34,103,B,2.47923830067344,1,Overvoltage
235,EV_bus_103_iter_35,103,C,1.6239251595652497,1,Overvoltage
236,EV_bus_103_iter_36,103,B,2.664238026962505,1,Overvoltage
237,EV_bus_103_iter_37,103,C,2.641937699462274,1,Overvoltage
238,EV_bus_103_iter_38,103,B,1.487865504367781,1,Overvoltage
239,EV_bus_103_iter_39,103,C,2.922710085261122,1,Overvoltage
240,EV_bus_103_iter_40,103,C,3.158641775155938,1,Overvoltage
241,EV_bus_103_iter_41,103,A,4.3716956892842695,1,Overvoltage
242,EV_bus_103_iter_42,103,C,3.5706040008396758,1,Overvoltage
243,EV_bus_103_iter_43,103,B,4.923720674013085,1,Overvoltage
244,EV_bus_103_iter_44,103,B,3.9915568578236003,1,Overvoltage
245,EV_bus_103_iter_45,103,C,4.199015442281768,1,Overvoltage
246,EV_bus_103_iter_46,103,A,1.2397478583872705,1,Overvoltage
247,EV_bus_103_iter_47,103,C,3.849572944837387,1,Overvoltage
248,EV_bus_103_iter_48,103,C,4.595104835582868,1,Overvoltage
249,EV_bus_103_iter_49,103,A,4.229276984852223,1,Overvoltage
250,EV_bus_104_iter_0,104,B,1.882971173770958,1,Overvoltage
251,EV_bus_104_iter_1,104,C,3.004909865453892,1,Overvoltage
252,EV_bus_104_iter_2,104,C,3.820477478726995,1,Overvoltage
253,EV_bus_104_iter_3,104,C,3.3674944908893125,1,Overvoltage
254,EV_bus_104_iter_4,104,B,1.156900773847565,1,Overvoltage
255,EV_bus_104_iter_5,104,C,3.1909033805459788,1,Overvoltage
256,EV_bus_104_iter_6,104,B,2.8096824834442398,1,Overvoltage
257,EV_bus_104_iter_7,104,C,1.093232321128614,1,Overvoltage
258,EV_bus_104_iter_8,104,B,2.2303220928482252,1,Overvoltage
259,EV_bus_104_iter_9,104,B,2.4920178158690467,1,Overvoltage
260,EV_bus_104_iter_10,104,B,2.324014993488989,1,Overvoltage
261,EV_bus_104_iter_11,104,A,1.425913567475555,1,Overvoltage
