,scenario,bus_idx,phase,installed_kW,violation
60,EV_bus_7_iter_10,7,A,1.653608254437366,Overvoltage
61,EV_bus_7_iter_11,7,C,1.4417733942963755,Overvoltage
62,EV_bus_7_iter_12,7,B,1.1623149916543971,Overvoltage
63,EV_bus_7_iter_13,7,A,2.690364252357716,Overvoltage
64,EV_bus_7_iter_14,7,C,2.5256977397034275,Overvoltage
65,EV_bus_7_iter_15,7,A,2.3445030278561325,Overvoltage
66,EV_bus_7_iter_16,7,A,3.0612050645790534,Overvoltage
67,EV_bus_7_iter_17,7,C,1.8995294220560948,Overvoltage
68,EV_bus_7_iter_18,7,A,4.406070624706032,Overvoltage
69,EV_bus_7_iter_19,7,C,2.2415631212783618,Overvoltage
70,EV_bus_7_iter_20,7,C,2.976865479183584,Overvoltage
71,EV_bus_7_iter_21,7,A,2.6395318340098557,Overvoltage
72,EV_bus_7_iter_22,7,C,3.2617712651176136,Overvoltage
73,EV_bus_7_iter_23,7,B,3.439764559280279,Overvoltage
74,EV_bus_7_iter_24,7,C,4.403570015271588,Overvoltage
75,EV_bus_7_iter_25,7,C,2.0644537314575957,Overvoltage
76,EV_bus_7_iter_26,7,A,2.6008489430553303,Overvoltage
77,EV_bus_7_iter_27,7,A,4.561865992263144,Overvoltage
78,EV_bus_7_iter_28,7,C,1.8209124307393543,Overvoltage
79,EV_bus_7_iter_29,7,B,4.393525512916815,Overvoltage
80,EV_bus_7_iter_30,7,B,3.437788398997367,Overvoltage
81,EV_bus_7_iter_31,7,B,1.9384196128814808,Overvoltage
82,EV_bus_7_iter_32,7,B,2.8748153714605382,Overvoltage
83,EV_bus_7_iter_33,7,A,2.095595258448006,Overvoltage
84,EV_bus_7_iter_34,7,C,4.457186004206937,Overvoltage
85,EV_bus_7_iter_35,7,A,2.0088165716292044,Overvoltage
86,EV_bus_7_iter_36,7,C,2.2629522748245465,Overvoltage
87,EV_bus_7_iter_37,7,C,1.158050310185736,Overvoltage
88,EV_bus_7_iter_38,7,B,3.6224273481362688,Overvoltage
89,EV_bus_7_iter_39,7,C,4.625803392537778,Overvoltage
90,EV_bus_7_iter_40,7,C,3.541886354094918,Overvoltage
91,EV_bus_7_iter_41,7,A,4.194550353086388,Overvoltage
92,EV_bus_7_iter_42,7,A,3.5927350364697292,Overvoltage
93,EV_bus_7_iter_43,7,C,4.265130749276905,Overvoltage
94,EV_bus_7_iter_44,7,B,2.9704708242019264,Overvoltage
95,EV_bus_7_iter_45,7,C,4.259769933280392,Overvoltage
96,EV_bus_7_iter_46,7,A,4.462617010419763,Overvoltage
97,EV_bus_7_iter_47,7,C,4.619823430242772,Overvoltage
98,EV_bus_7_iter_48,7,C,3.644063523435894,Overvoltage
99,EV_bus_7_iter_49,7,C,3.4544115749245172,Overvoltage
100,EV_bus_10_iter_0,10,C,2.509743539248197,Overvoltage
101,EV_bus_10_iter_1,10,B,3.8447797952631184,Overvoltage
102,EV_bus_10_iter_2,10,A,1.3250077276795356,Overvoltage
103,EV_bus_10_iter_3,10,A,2.3790401574971938,Overvoltage
104,EV_bus_10_iter_4,10,C,4.447839553251534,Overvoltage
105,EV_bus_10_iter_5,10,C,3.665524457011131,Overvoltage
106,EV_bus_10_iter_6,10,A,2.8134226644178244,Overvoltage
107,EV_bus_10_iter_7,10,A,4.230953640071663,Overvoltage
108,EV_bus_10_iter_8,10,C,4.408855356988431,Overvoltage
109,EV_bus_10_iter_9,10,C,4.4259052687133975,Overvoltage
110,EV_bus_10_iter_10,10,B,3.9157404425651574,Overvoltage
111,EV_bus_10_iter_11,10,C,3.9606111577983496,Overvoltage
112,EV_bus_10_iter_12,10,C,1.8797471338263554,Overvoltage
113,EV_bus_10_iter_13,10,B,3.254410959948472,Overvoltage
114,EV_bus_10_iter_14,10,A,2.975359291520648,Overvoltage
115,EV_bus_10_iter_15,10,C,3.0655013618985367,Overvoltage
116,EV_bus_10_iter_16,10,C,1.9780631225402203,Overvoltage
117,EV_bus_10_iter_17,10,C,4.097886085891179,Overvoltage
118,EV_bus_10_iter_18,10,A,2.7175330916210614,Overvoltage
119,EV_bus_10_iter_19,10,A,2.5648669036850515,Overvoltage
120,EV_bus_10_iter_20,10,A,1.3164924341574324,Overvoltage
121,EV_bus_10_iter_21,10,A,4.0975254798208,Overvoltage
122,EV_bus_10_iter_22,10,A,1.5058501266700692,Overvoltage
123,EV_bus_10_iter_23,10,B,4.259174273573409,Overvoltage
124,EV_bus_10_iter_24,10,C,2.6209215519742726,Overvoltage
125,EV_bus_10_iter_25,10,B,4.853785463488083,Overvoltage
126,EV_bus_10_iter_26,10,B,1.7460673568695668,Overvoltage
127,EV_bus_10_iter_27,10,A,3.5588667031747274,Overvoltage
128,EV_bus_10_iter_28,10,B,1.4983074085160335,Overvoltage
129,EV_bus_10_iter_29,10,B,2.212498114812205,Overvoltage
130,EV_bus_10_iter_30,10,B,3.753580245912965,Overvoltage
131,EV_bus_10_iter_31,10,B,4.239055961387129,Overvoltage
132,EV_bus_10_iter_32,10,B,3.68657236872744,Overvoltage
133,EV_bus_10_iter_33,10,B,4.278276767752084,Overvoltage
134,EV_bus_10_iter_34,10,C,3.6732504578430727,Overvoltage
135,EV_bus_10_iter_35,10,B,4.738496260234703,Overvoltage
136,EV_bus_10_iter_36,10,A,3.6588205815523644,Overvoltage
137,EV_bus_10_iter_37,10,C,1.917009235325549,Overvoltage
138,EV_bus_10_iter_38,10,A,3.634411688725031,Overvoltage
139,EV_bus_10_iter_39,10,C,3.783466468350455,Overvoltage
140,EV_bus_10_iter_40,10,B,4.575205355095926,Overvoltage
141,EV_bus_10_iter_41,10,B,2.92460855053809,Overvoltage
142,EV_bus_10_iter_42,10,C,4.406811204224563,Overvoltage
143,EV_bus_10_iter_43,10,A,2.9271427840237214,Overvoltage
144,EV_bus_10_iter_44,10,B,1.2236507127102692,Overvoltage
145,EV_bus_10_iter_45,10,B,2.5778807340339585,Overvoltage
146,EV_bus_10_iter_46,10,C,4.023803511239356,Overvoltage
147,EV_bus_10_iter_47,10,A,3.141908408042548,Overvoltage
148,EV_bus_10_iter_48,10,A,2.030476643011669,Overvoltage
149,EV_bus_10_iter_49,10,B,2.588282561184921,Overvoltage
150,EV_bus_11_iter_0,11,B,2.708031149828521,Overvoltage
151,EV_bus_11_iter_1,11,A,1.6176873085684744,Overvoltage
152,EV_bus_11_iter_2,11,B,1.4166758266894908,Overvoltage
153,EV_bus_11_iter_3,11,A,4.905492862251808,Overvoltage
154,EV_bus_11_iter_4,11,C,2.7435214740485945,Overvoltage
155,EV_bus_11_iter_5,11,B,3.85326460152085,Overvoltage
156,EV_bus_11_iter_6,11,A,1.207906452147279,Overvoltage
157,EV_bus_11_iter_7,11,C,2.679320697481114,Overvoltage
158,EV_bus_11_iter_8,11,A,3.0184386975414377,Overvoltage
159,EV_bus_11_iter_9,11,B,4.053857226164349,Overvoltage
160,EV_bus_11_iter_10,11,C,3.2589785202375365,Overvoltage
161,EV_bus_11_iter_11,11,B,1.5573083525403728,Overvoltage
162,EV_bus_11_iter_12,11,A,4.057660557438485,Overvoltage
163,EV_bus_11_iter_13,11,B,2.787552162137213,Overvoltage
164,EV_bus_11_iter_14,11,C,2.2776416530576413,Overvoltage
165,EV_bus_11_iter_15,11,B,1.0742584233571386,Overvoltage
166,EV_bus_11_iter_16,11,A,3.9999175290394606,Overvoltage
167,EV_bus_11_iter_17,11,A,1.6192149596512713,Overvoltage
168,EV_bus_11_iter_18,11,A,2.6253443659536972,Overvoltage
169,EV_bus_11_iter_19,11,B,1.2499040887518977,Overvoltage
170,EV_bus_11_iter_20,11,B,4.9744257365519715,Overvoltage
171,EV_bus_11_iter_21,11,A,2.223916774481591,Overvoltage
172,EV_bus_11_iter_22,11,B,3.0222981489723795,Overvoltage
173,EV_bus_11_iter_23,11,A,1.5018393473368499,Overvoltage
174,EV_bus_11_iter_24,11,C,2.8675974670934687,Overvoltage
175,EV_bus_11_iter_25,11,A,2.3329256494880912,Overvoltage
176,EV_bus_11_iter_26,11,B,1.4360488821812747,Overvoltage
177,EV_bus_11_iter_27,11,B,1.2743630087221893,Overvoltage
178,EV_bus_11_iter_28,11,C,4.5071242154094975,Overvoltage
179,EV_bus_11_iter_29,11,A,3.374891873281275,Overvoltage
180,EV_bus_11_iter_30,11,B,4.656709967447334,Overvoltage
181,EV_bus_11_iter_31,11,B,1.9173960978082825,Overvoltage
182,EV_bus_11_iter_32,11,C,2.4640722680096263,Overvoltage
183,EV_bus_11_iter_33,11,C,3.397641168063927,Overvoltage
184,EV_bus_11_iter_34,11,C,4.613976062821411,Overvoltage
185,EV_bus_11_iter_35,11,C,2.8170134576259462,Overvoltage
186,EV_bus_11_iter_36,11,B,3.0794252118116505,Overvoltage
187,EV_bus_11_iter_37,11,A,4.66967791505086,Overvoltage
188,EV_bus_11_iter_38,11,B,4.302754139138069,Overvoltage
189,EV_bus_11_iter_39,11,B,4.640168754040641,Overvoltage
190,EV_bus_11_iter_40,11,B,2.349267217665189,Overvoltage
191,EV_bus_11_iter_41,11,C,4.138937034446608,Overvoltage
192,EV_bus_11_iter_42,11,A,1.1933704480373741,Overvoltage
193,EV_bus_11_iter_43,11,A,2.856734647678649,Overvoltage
194,EV_bus_11_iter_44,11,A,4.168649425291867,Overvoltage
195,EV_bus_11_iter_45,11,C,4.537144051097698,Overvoltage
196,EV_bus_11_iter_46,11,A,2.2730219060048675,Overvoltage
197,EV_bus_11_iter_47,11,B,4.0950883009810894,Overvoltage
198,EV_bus_11_iter_48,11,A,1.097552046145852,Overvoltage
199,EV_bus_11_iter_49,11,A,3.839938591317503,Overvoltage
200,EV_bus_12_iter_0,12,B,2.944893659576884,Overvoltage
201,EV_bus_12_iter_1,12,A,2.367061370590157,Overvoltage
202,EV_bus_12_iter_2,12,B,1.1981277349398325,Overvoltage
203,EV_bus_12_iter_3,12,A,1.0170545048734003,Overvoltage
204,EV_bus_12_iter_4,12,B,4.864285527845713,Overvoltage
205,EV_bus_12_iter_5,12,C,1.2793778010128745,Overvoltage
206,EV_bus_12_iter_6,12,A,1.7090619573767336,Overvoltage
207,EV_bus_12_iter_7,12,B,4.1185823016934515,Overvoltage
208,EV_bus_12_iter_8,12,A,2.8420702352586056,Overvoltage
209,EV_bus_12_iter_9,12,A,2.980394333841443,Overvoltage
210,EV_bus_12_iter_10,12,A,1.1158695750051502,Overvoltage
211,EV_bus_12_iter_11,12,C,3.9490423759474433,Overvoltage
212,EV_bus_12_iter_12,12,C,4.530760321107822,Overvoltage
213,EV_bus_12_iter_13,12,C,3.9510275850556402,Overvoltage
214,EV_bus_12_iter_14,12,A,1.6296714619632873,Overvoltage
215,EV_bus_12_iter_15,12,C,2.208589006186348,Overvoltage
216,EV_bus_12_iter_16,12,B,1.3435453778360165,Overvoltage
217,EV_bus_12_iter_17,12,B,1.846618800947176,Overvoltage
218,EV_bus_12_iter_18,12,B,3.0676826779804904,Overvoltage
219,EV_bus_12_iter_19,12,C,2.958904197000461,Overvoltage
220,EV_bus_12_iter_20,12,B,3.759282281491472,Overvoltage
221,EV_bus_12_iter_21,12,C,3.4500184316426994,Overvoltage
222,EV_bus_12_iter_22,12,A,3.366836405748439,Overvoltage
223,EV_bus_12_iter_23,12,B,3.3364267706735977,Overvoltage
224,EV_bus_12_iter_24,12,A,1.6801501974815825,Overvoltage
225,EV_bus_12_iter_25,12,A,1.7086323852763012,Overvoltage
226,EV_bus_12_iter_26,12,A,3.271403442234714,Overvoltage
227,EV_bus_12_iter_27,12,B,2.184128009723392,Overvoltage
228,EV_bus_12_iter_28,12,C,3.0116681237130787,Overvoltage
229,EV_bus_12_iter_29,12,B,2.197323219497845,Overvoltage
230,EV_bus_12_iter_30,12,B,1.2085628833313224,Overvoltage
231,EV_bus_12_iter_31,12,C,4.395494688886018,Overvoltage
232,EV_bus_12_iter_32,12,C,2.9902620189374036,Overvoltage
233,EV_bus_12_iter_33,12,B,2.9161990523696137,Overvoltage
234,EV_bus_12_iter_34,12,A,4.527075950116019,Overvoltage
235,EV_bus_12_iter_35,12,B,1.0600272814216134,Overvoltage
236,EV_bus_12_iter_36,12,A,4.851305089192199,Overvoltage
237,EV_bus_12_iter_37,12,C,1.3846193790887642,Overvoltage
238,EV_bus_12_iter_38,12,B,3.028815516228326,Overvoltage
239,EV_bus_12_iter_39,12,C,2.3264211362536815,Overvoltage
240,EV_bus_12_iter_40,12,A,4.884461946974993,Overvoltage
241,EV_bus_12_iter_41,12,A,1.779001555435697,Overvoltage
242,EV_bus_12_iter_42,12,C,2.547633361192032,Overvoltage
243,EV_bus_12_iter_43,12,B,2.064154488386535,Overvoltage
244,EV_bus_12_iter_44,12,C,4.861735622841544,Overvoltage
245,EV_bus_12_iter_45,12,A,4.0591480166248886,Overvoltage
246,EV_bus_12_iter_46,12,B,4.0992212100680705,Overvoltage
247,EV_bus_12_iter_47,12,C,3.7366193314572143,Overvoltage
248,EV_bus_12_iter_48,12,B,1.0796017982075297,Overvoltage
249,EV_bus_12_iter_49,12,C,4.617975688904668,Overvoltage
250,EV_bus_13_iter_0,13,B,4.603038473664813,Overvoltage
251,EV_bus_13_iter_1,13,C,1.440270413485559,Overvoltage
252,EV_bus_13_iter_2,13,C,3.970547008548568,Overvoltage
253,EV_bus_13_iter_3,13,B,3.980545730200132,Overvoltage
254,EV_bus_13_iter_4,13,A,1.6555581556418324,Overvoltage
255,EV_bus_13_iter_5,13,B,4.944256487021061,Overvoltage
256,EV_bus_13_iter_6,13,A,3.402327873500956,Overvoltage
257,EV_bus_13_iter_7,13,A,4.415306105760163,Overvoltage
258,EV_bus_13_iter_8,13,B,2.761391318161771,Overvoltage
259,EV_bus_13_iter_9,13,A,1.2818015715106132,Overvoltage
260,EV_bus_13_iter_10,13,A,4.974167963013451,Overvoltage
261,EV_bus_13_iter_11,13,B,3.164840128491935,Overvoltage
262,EV_bus_13_iter_12,13,B,3.715405450532977,Overvoltage
263,EV_bus_13_iter_13,13,B,2.610722174802218,Overvoltage
264,EV_bus_13_iter_14,13,C,2.017722833993117,Overvoltage
265,EV_bus_13_iter_15,13,A,3.7445267526760633,Overvoltage
266,EV_bus_13_iter_16,13,A,4.192944978665336,Overvoltage
267,EV_bus_13_iter_17,13,C,3.298898590918712,Overvoltage
268,EV_bus_13_iter_18,13,B,3.768277318930873,Overvoltage
269,EV_bus_13_iter_19,13,C,4.081564541647822,Overvoltage
270,EV_bus_13_iter_20,13,A,2.118143834456992,Overvoltage
271,EV_bus_13_iter_21,13,C,4.991478472039198,Overvoltage
272,EV_bus_13_iter_22,13,B,3.882011889277806,Overvoltage
273,EV_bus_13_iter_23,13,B,2.2729041476919454,Overvoltage
274,EV_bus_13_iter_24,13,A,1.9596505269597722,Overvoltage
275,EV_bus_13_iter_25,13,C,4.894482138159587,Overvoltage
276,EV_bus_13_iter_26,13,B,2.5875379498932523,Overvoltage
277,EV_bus_13_iter_27,13,A,4.1822135049789235,Overvoltage
278,EV_bus_13_iter_28,13,B,2.6092676222097237,Overvoltage
279,EV_bus_13_iter_29,13,C,3.718525730292578,Overvoltage
280,EV_bus_13_iter_30,13,B,3.323864375226844,Overvoltage
281,EV_bus_13_iter_31,13,B,1.509293098211879,Overvoltage
282,EV_bus_13_iter_32,13,B,3.3620508003938374,Overvoltage
283,EV_bus_13_iter_33,13,A,3.7936005479042705,Overvoltage
284,EV_bus_13_iter_34,13,B,4.74219599797927,Overvoltage
285,EV_bus_13_iter_35,13,A,2.6105548105417413,Overvoltage
286,EV_bus_13_iter_36,13,A,1.7401193295286914,Overvoltage
287,EV_bus_13_iter_37,13,B,1.4184747825214545,Overvoltage
288,EV_bus_13_iter_38,13,C,3.5437825624358448,Overvoltage
289,EV_bus_13_iter_39,13,C,3.809677854846516,Overvoltage
290,EV_bus_13_iter_40,13,B,1.1141112155505026,Overvoltage
291,EV_bus_13_iter_41,13,C,1.00676292482465,Overvoltage
292,EV_bus_13_iter_42,13,A,3.908953892824746,Overvoltage
293,EV_bus_13_iter_43,13,C,2.51724188998671,Overvoltage
294,EV_bus_13_iter_44,13,C,3.784718182960749,Overvoltage
295,EV_bus_13_iter_45,13,C,1.960997520663157,Overvoltage
296,EV_bus_13_iter_46,13,A,2.655073130478617,Overvoltage
297,EV_bus_13_iter_47,13,C,3.144422599700104,Overvoltage
298,EV_bus_13_iter_48,13,B,3.7234865595093654,Overvoltage
299,EV_bus_13_iter_49,13,A,3.3853342091072745,Overvoltage
300,EV_bus_21_iter_0,21,A,3.5334026842799333,Overvoltage
301,EV_bus_21_iter_1,21,C,2.7365873018619222,Overvoltage
302,EV_bus_21_iter_2,21,C,3.7005524802000536,Overvoltage
303,EV_bus_21_iter_3,21,A,4.172304752628223,Overvoltage
304,EV_bus_21_iter_4,21,B,3.3952699185321613,Overvoltage
305,EV_bus_21_iter_5,21,A,2.3501933199039384,Overvoltage
306,EV_bus_21_iter_6,21,C,2.2103747098846402,Overvoltage
307,EV_bus_21_iter_7,21,A,1.3645891270020476,Overvoltage
308,EV_bus_21_iter_8,21,C,2.197162401812734,Overvoltage
309,EV_bus_21_iter_9,21,C,2.999113444555466,Overvoltage
310,EV_bus_21_iter_10,21,A,1.0518302041755896,Overvoltage
311,EV_bus_21_iter_11,21,C,2.363101413401138,Overvoltage
312,EV_bus_21_iter_12,21,A,2.0223587302690826,Overvoltage
313,EV_bus_21_iter_13,21,A,4.839029551949386,Overvoltage
314,EV_bus_21_iter_14,21,B,2.966159310331782,Overvoltage
315,EV_bus_21_iter_15,21,A,1.4043490756061763,Overvoltage
316,EV_bus_21_iter_16,21,A,1.6599302259801965,Overvoltage
317,EV_bus_21_iter_17,21,C,3.138563348748534,Overvoltage
318,EV_bus_21_iter_18,21,C,4.625147170315415,Overvoltage
319,EV_bus_21_iter_19,21,A,4.785861803761843,Overvoltage
320,EV_bus_21_iter_20,21,A,4.725244461517905,Overvoltage
321,EV_bus_21_iter_21,21,C,3.2213554987579216,Overvoltage
322,EV_bus_21_iter_22,21,C,3.8617136923060547,Overvoltage
323,EV_bus_21_iter_23,21,B,2.2664159192654925,Overvoltage
324,EV_bus_21_iter_24,21,A,4.51874574257992,Overvoltage
325,EV_bus_21_iter_25,21,A,2.8041340016307004,Overvoltage
326,EV_bus_21_iter_26,21,C,2.0854430870059057,Overvoltage
327,EV_bus_21_iter_27,21,C,4.576091468839574,Overvoltage
328,EV_bus_21_iter_28,21,A,2.2813425626366164,Overvoltage
329,EV_bus_21_iter_29,21,B,4.87063709560235,Overvoltage
330,EV_bus_21_iter_30,21,A,4.1911374371892425,Overvoltage
331,EV_bus_21_iter_31,21,B,4.783664172706956,Overvoltage
332,EV_bus_21_iter_32,21,A,3.047730202328152,Overvoltage
333,EV_bus_21_iter_33,21,B,1.730698775330735,Overvoltage
334,EV_bus_21_iter_34,21,C,2.9264721734730554,Overvoltage
335,EV_bus_21_iter_35,21,B,1.5509431168726242,Overvoltage
336,EV_bus_21_iter_36,21,C,3.4176619932181866,Overvoltage
337,EV_bus_21_iter_37,21,B,1.2329800085166176,Overvoltage
338,EV_bus_21_iter_38,21,C,4.440943257095878,Overvoltage
339,EV_bus_21_iter_39,21,A,3.539893097612141,Overvoltage
340,EV_bus_21_iter_40,21,A,4.122153323700211,Overvoltage
341,EV_bus_21_iter_41,21,A,2.255353711350605,Overvoltage
342,EV_bus_21_iter_42,21,A,3.202969417543184,Overvoltage
343,EV_bus_21_iter_43,21,B,3.7764296657174388,Overvoltage
344,EV_bus_21_iter_44,21,A,4.013262951955048,Overvoltage
345,EV_bus_21_iter_45,21,A,3.3630921538843888,Overvoltage
346,EV_bus_21_iter_46,21,A,3.4485552201608582,Overvoltage
347,EV_bus_21_iter_47,21,C,2.279106623272977,Overvoltage
348,EV_bus_21_iter_48,21,B,1.4232219870410283,Overvoltage
349,EV_bus_21_iter_49,21,A,3.396022394467507,Overvoltage
350,EV_bus_25_iter_0,25,B,1.9154395207796493,Overvoltage
351,EV_bus_25_iter_1,25,C,1.7372724160149993,Overvoltage
352,EV_bus_25_iter_2,25,C,4.213440606136199,Overvoltage
353,EV_bus_25_iter_3,25,C,3.413242058717429,Overvoltage
354,EV_bus_25_iter_4,25,B,3.8379523490337233,Overvoltage
355,EV_bus_25_iter_5,25,C,1.2079472006301626,Overvoltage
356,EV_bus_25_iter_6,25,B,3.612886317592305,Overvoltage
357,EV_bus_25_iter_7,25,B,1.061808061815221,Overvoltage
358,EV_bus_25_iter_8,25,A,1.5323641208896528,Overvoltage
359,EV_bus_25_iter_9,25,C,3.198344233263952,Overvoltage
360,EV_bus_25_iter_10,25,C,1.9569349719191802,Overvoltage
361,EV_bus_25_iter_11,25,B,1.968323169026124,Overvoltage
362,EV_bus_25_iter_12,25,C,2.5966098879530493,Overvoltage
363,EV_bus_25_iter_13,25,C,4.205714649313652,Overvoltage
364,EV_bus_25_iter_14,25,C,2.3364560306576334,Overvoltage
365,EV_bus_25_iter_15,25,B,2.381379038557788,Overvoltage
366,EV_bus_25_iter_16,25,C,3.939634070295966,Overvoltage
367,EV_bus_25_iter_17,25,B,4.288947580328567,Overvoltage
368,EV_bus_25_iter_18,25,C,2.0275297869856805,Overvoltage
369,EV_bus_25_iter_19,25,B,1.6973076294335505,Overvoltage
370,EV_bus_25_iter_20,25,A,1.566505238750202,Overvoltage
371,EV_bus_25_iter_21,25,B,4.402410401303465,Overvoltage
372,EV_bus_25_iter_22,25,C,1.4017331684974788,Overvoltage
373,EV_bus_25_iter_23,25,A,1.406102804116792,Overvoltage
374,EV_bus_25_iter_24,25,C,2.136411070751842,Overvoltage
375,EV_bus_25_iter_25,25,C,2.358837970167567,Overvoltage
376,EV_bus_25_iter_26,25,C,2.9968575715594334,Overvoltage
377,EV_bus_25_iter_27,25,A,1.9582222992938214,Overvoltage
378,EV_bus_25_iter_28,25,B,3.866709795683436,Overvoltage
379,EV_bus_25_iter_29,25,A,2.642833631345768,Overvoltage
380,EV_bus_25_iter_30,25,A,1.5149206044034402,Overvoltage
381,EV_bus_25_iter_31,25,A,4.545775693170087,Overvoltage
382,EV_bus_25_iter_32,25,A,1.4691073012072882,Overvoltage
383,EV_bus_25_iter_33,25,C,2.711185883048177,Overvoltage
384,EV_bus_25_iter_34,25,B,2.1841993752092046,Overvoltage
385,EV_bus_25_iter_35,25,A,1.9134439323313548,Overvoltage
386,EV_bus_25_iter_36,25,A,3.2062280018232845,Overvoltage
387,EV_bus_25_iter_37,25,C,1.0257819629048472,Overvoltage
388,EV_bus_25_iter_38,25,B,1.1511803735523123,Overvoltage
389,EV_bus_25_iter_39,25,C,4.50768500281993,Overvoltage
390,EV_bus_25_iter_40,25,A,2.2189884684460344,Overvoltage
391,EV_bus_25_iter_41,25,A,1.6865304170523716,Overvoltage
392,EV_bus_25_iter_42,25,C,2.1739826734189442,Overvoltage
393,EV_bus_25_iter_43,25,C,3.1159846251309706,Overvoltage
394,EV_bus_25_iter_44,25,B,1.783034009126379,Overvoltage
395,EV_bus_25_iter_45,25,C,3.1836788379050307,Overvoltage
396,EV_bus_25_iter_46,25,A,1.5235768191623054,Overvoltage
397,EV_bus_25_iter_47,25,A,4.382417585747746,Overvoltage
398,EV_bus_25_iter_48,25,C,3.629788094043811,Overvoltage
399,EV_bus_25_iter_49,25,A,2.4759263987326117,Overvoltage
400,EV_bus_26_iter_0,26,C,4.8143946009503615,Overvoltage
401,EV_bus_26_iter_1,26,A,4.260191005701875,Overvoltage
402,EV_bus_26_iter_2,26,C,2.920446869352895,Overvoltage
403,EV_bus_26_iter_3,26,A,1.6339292144771078,Overvoltage
