time,LOAD1,LOAD1_Q,LOAD2,LOAD2_Q,LOAD3,LOAD3_Q,LOAD4,LOAD4_Q,LOAD5,LOAD5_Q,LOAD6,LOAD6_Q,LOAD7,LOAD7_Q,LOAD8,LOAD8_Q,LOAD9,LOAD9_Q,LOAD10,LOAD10_Q,LOAD11,LOAD11_Q,LOAD12,LOAD12_Q,LOAD13,LOAD13_Q,LOAD14,LOAD14_Q,LOAD15,LOAD15_Q,LOAD16,LOAD16_Q,LOAD17,LOAD17_Q,LOAD18,LOAD18_Q,LOAD19,LOAD19_Q,LOAD20,LOAD20_Q,LOAD21,LOAD21_Q,LOAD22,LOAD22_Q,LOAD23,LOAD23_Q,LOAD24,LOAD24_Q,LOAD25,LOAD25_Q,LOAD26,LOAD26_Q,LOAD27,LOAD27_Q,LOAD28,LOAD28_Q,LOAD29,LOAD29_Q,LOAD30,LOAD30_Q,LOAD31,LOAD31_Q,LOAD32,LOAD32_Q,LOAD33,LOAD33_Q,LOAD34,LOAD34_Q,LOAD35,LOAD35_Q,LOAD36,LOAD36_Q,LOAD37,LOAD37_Q,LOAD38,LOAD38_Q,LOAD39,LOAD39_Q,LOAD40,LOAD40_Q,LOAD41,LOAD41_Q,LOAD42,LOAD42_Q,LOAD43,LOAD43_Q,LOAD44,LOAD44_Q,LOAD45,LOAD45_Q,LOAD46,LOAD46_Q,LOAD47,LOAD47_Q,LOAD48,LOAD48_Q,LOAD49,LOAD49_Q,LOAD50,LOAD50_Q,LOAD51,LOAD51_Q,LOAD52,LOAD52_Q,LOAD53,LOAD53_Q,LOAD54,LOAD54_Q,LOAD55,LOAD55_Q
00:01:00,3.6e-05,1.1832627786439076e-05,4.4e-05,1.446210062786998e-05,5.4e-05,1.774894167965861e-05,4.8e-05,1.5776837048585433e-05,3.5000000000000004e-05,1.1503943681260213e-05,5.2e-05,1.7091573469300885e-05,5.5e-05,1.8077625784837476e-05,4.2999999999999995e-05,1.4133416522691116e-05,5.9e-05,1.9392362205552928e-05,5.7e-05,1.8734993995195205e-05,4.9000000000000005e-05,1.6105521153764297e-05,9.2e-05,3.0238937676455413e-05,5.6e-05,1.840630989001634e-05,4.9000000000000005e-05,1.6105521153764297e-05,5.3e-05,1.742025757447975e-05,8.7e-05,2.85955171505611e-05,4.8e-05,1.5776837048585433e-05,4.9000000000000005e-05,1.6105521153764297e-05,5.3e-05,1.742025757447975e-05,5.1e-05,1.6762889364122024e-05,4.4999999999999996e-05,1.4790784733048844e-05,5.4e-05,1.774894167965861e-05,5.5e-05,1.8077625784837476e-05,5.4e-05,1.774894167965861e-05,5e-05,1.6434205258943162e-05,3.4000000000000007e-05,1.1175259576081352e-05,5.1e-05,1.6762889364122024e-05,2.8e-05,9.20315494500817e-06,5.4e-05,1.774894167965861e-05,5.3e-05,1.742025757447975e-05,5.3e-05,1.742025757447975e-05,5.6e-05,1.840630989001634e-05,5.7e-05,1.8734993995195205e-05,4.4999999999999996e-05,1.4790784733048844e-05,4.2999999999999995e-05,1.4133416522691116e-05,5.5e-05,1.8077625784837476e-05,4.4999999999999996e-05,1.4790784733048844e-05,5.2e-05,1.7091573469300885e-05,4.8e-05,1.5776837048585433e-05,4.2999999999999995e-05,1.4133416522691116e-05,5.2e-05,1.7091573469300885e-05,5.4e-05,1.774894167965861e-05,5e-05,1.6434205258943162e-05,2.9000000000000004e-05,9.531839050187035e-06,5.3e-05,1.742025757447975e-05,6.2e-05,2.037841452108952e-05,4.4999999999999996e-05,1.4790784733048844e-05,4.6e-05,1.5119468838227707e-05,5.4e-05,1.774894167965861e-05,5.2e-05,1.7091573469300885e-05,5.3e-05,1.742025757447975e-05,5.2e-05,1.7091573469300885e-05,4.7000000000000004e-05,1.544815294340657e-05,4.8e-05,1.5776837048585433e-05,5.5e-05,1.8077625784837476e-05
00:02:00,3.6e-05,1.1832627786439076e-05,4.4e-05,1.446210062786998e-05,5.4e-05,1.774894167965861e-05,4.8e-05,1.5776837048585433e-05,3.5000000000000004e-05,1.1503943681260213e-05,5.2e-05,1.7091573469300885e-05,5.5e-05,1.8077625784837476e-05,4.2999999999999995e-05,1.4133416522691116e-05,5.9e-05,1.9392362205552928e-05,5.7e-05,1.8734993995195205e-05,4.9000000000000005e-05,1.6105521153764297e-05,9.2e-05,3.0238937676455413e-05,5.6e-05,1.840630989001634e-05,4.9000000000000005e-05,1.6105521153764297e-05,5.3e-05,1.742025757447975e-05,6.4e-05,2.1035782731447245e-05,4.8e-05,1.5776837048585433e-05,4.9000000000000005e-05,1.6105521153764297e-05,5.3e-05,1.742025757447975e-05,5.1e-05,1.6762889364122024e-05,4.4999999999999996e-05,1.4790784733048844e-05,5.4e-05,1.774894167965861e-05,8.5e-05,2.7938148940203374e-05,5.4e-05,1.774894167965861e-05,5e-05,1.6434205258943162e-05,3.4000000000000007e-05,1.1175259576081352e-05,5.1e-05,1.6762889364122024e-05,2.8e-05,9.20315494500817e-06,5.4e-05,1.774894167965861e-05,5.3e-05,1.742025757447975e-05,5.3e-05,1.742025757447975e-05,5.6e-05,1.840630989001634e-05,5.7e-05,1.8734993995195205e-05,4.4999999999999996e-05,1.4790784733048844e-05,4.2999999999999995e-05,1.4133416522691116e-05,5.5e-05,1.8077625784837476e-05,4.4999999999999996e-05,1.4790784733048844e-05,5.2e-05,1.7091573469300885e-05,4.8e-05,1.5776837048585433e-05,4.2999999999999995e-05,1.4133416522691116e-05,5.2e-05,1.7091573469300885e-05,5.4e-05,1.774894167965861e-05,5e-05,1.6434205258943162e-05,2.9000000000000004e-05,9.531839050187035e-06,5.3e-05,1.742025757447975e-05,6.2e-05,2.037841452108952e-05,4.4999999999999996e-05,1.4790784733048844e-05,4.6e-05,1.5119468838227707e-05,5.4e-05,1.774894167965861e-05,5.2e-05,1.7091573469300885e-05,5.3e-05,1.742025757447975e-05,5.2e-05,1.7091573469300885e-05,4.7000000000000004e-05,1.544815294340657e-05,4.8e-05,1.5776837048585433e-05,5.5e-05,1.8077625784837476e-05
00:03:00,3.6e-05,1.1832627786439076e-05,4.4e-05,1.446210062786998e-05,5.4e-05,1.774894167965861e-05,4.8e-05,1.5776837048585433e-05,3.5000000000000004e-05,1.1503943681260213e-05,5.2e-05,1.7091573469300885e-05,5.5e-05,1.8077625784837476e-05,4.2999999999999995e-05,1.4133416522691116e-05,5.9e-05,1.9392362205552928e-05,5.7e-05,1.8734993995195205e-05,4.9000000000000005e-05,1.6105521153764297e-05,9.2e-05,3.0238937676455413e-05,5.6e-05,1.840630989001634e-05,4.9000000000000005e-05,1.6105521153764297e-05,5.3e-05,1.742025757447975e-05,0.000164,5.3904193249333566e-05,4.8e-05,1.5776837048585433e-05,4.9000000000000005e-05,1.6105521153764297e-05,5.3e-05,1.742025757447975e-05,5.1e-05,1.6762889364122024e-05,4.4999999999999996e-05,1.4790784733048844e-05,5.4e-05,1.774894167965861e-05,8.5e-05,2.7938148940203374e-05,5.4e-05,1.774894167965861e-05,5e-05,1.6434205258943162e-05,3.4000000000000007e-05,1.1175259576081352e-05,5.1e-05,1.6762889364122024e-05,2.8e-05,9.20315494500817e-06,5.4e-05,1.774894167965861e-05,5.3e-05,1.742025757447975e-05,5.3e-05,1.742025757447975e-05,5.6e-05,1.840630989001634e-05,5.7e-05,1.8734993995195205e-05,4.4999999999999996e-05,1.4790784733048844e-05,4.2999999999999995e-05,1.4133416522691116e-05,5.5e-05,1.8077625784837476e-05,4.4999999999999996e-05,1.4790784733048844e-05,5.2e-05,1.7091573469300885e-05,4.8e-05,1.5776837048585433e-05,4.2999999999999995e-05,1.4133416522691116e-05,5.2e-05,1.7091573469300885e-05,5.4e-05,1.774894167965861e-05,5e-05,1.6434205258943162e-05,2.9000000000000004e-05,9.531839050187035e-06,5.3e-05,1.742025757447975e-05,0.000122,4.009946083182131e-05,4.4999999999999996e-05,1.4790784733048844e-05,4.6e-05,1.5119468838227707e-05,5.4e-05,1.774894167965861e-05,5.2e-05,1.7091573469300885e-05,5.3e-05,1.742025757447975e-05,5.2e-05,1.7091573469300885e-05,4.7000000000000004e-05,1.544815294340657e-05,5.7e-05,1.8734993995195205e-05,5.5e-05,1.8077625784837476e-05
00:04:00,3.6e-05,1.1832627786439076e-05,4.4e-05,1.446210062786998e-05,5.4e-05,1.774894167965861e-05,0.00022700000000000002,7.461129187560196e-05,3.5000000000000004e-05,1.1503943681260213e-05,5.2e-05,1.7091573469300885e-05,5.5e-05,1.8077625784837476e-05,4.2999999999999995e-05,1.4133416522691116e-05,5.9e-05,1.9392362205552928e-05,5.7e-05,1.8734993995195205e-05,4.9000000000000005e-05,1.6105521153764297e-05,9.2e-05,3.0238937676455413e-05,5.6e-05,1.840630989001634e-05,4.9000000000000005e-05,1.6105521153764297e-05,5.3e-05,1.742025757447975e-05,0.000307,0.000100906020289911,4.8e-05,1.5776837048585433e-05,4.9000000000000005e-05,1.6105521153764297e-05,5.3e-05,1.742025757447975e-05,5.1e-05,1.6762889364122024e-05,4.4999999999999996e-05,1.4790784733048844e-05,5.4e-05,1.774894167965861e-05,8.5e-05,2.7938148940203374e-05,5.4e-05,1.774894167965861e-05,5e-05,1.6434205258943162e-05,3.4000000000000007e-05,1.1175259576081352e-05,5.1e-05,1.6762889364122024e-05,2.8e-05,9.20315494500817e-06,5.4e-05,1.774894167965861e-05,5.3e-05,1.742025757447975e-05,5.3e-05,1.742025757447975e-05,5.6e-05,1.840630989001634e-05,5.7e-05,1.8734993995195205e-05,4.4999999999999996e-05,1.4790784733048844e-05,4.2999999999999995e-05,1.4133416522691116e-05,5.5e-05,1.8077625784837476e-05,4.4999999999999996e-05,1.4790784733048844e-05,5.2e-05,1.7091573469300885e-05,4.8e-05,1.5776837048585433e-05,4.2999999999999995e-05,1.4133416522691116e-05,5.2e-05,1.7091573469300885e-05,8.400000000000001e-05,2.7609464835024512e-05,5e-05,1.6434205258943162e-05,2.9000000000000004e-05,9.531839050187035e-06,5.3e-05,1.742025757447975e-05,0.000162,5.324682503897584e-05,4.4999999999999996e-05,1.4790784733048844e-05,4.6e-05,1.5119468838227707e-05,5.4e-05,1.774894167965861e-05,5.2e-05,1.7091573469300885e-05,5.3e-05,1.742025757447975e-05,5.2e-05,1.7091573469300885e-05,4.7000000000000004e-05,1.544815294340657e-05,4.8e-05,1.5776837048585433e-05,5.5e-05,1.8077625784837476e-05
00:05:00,3.6e-05,1.1832627786439076e-05,4.4e-05,1.446210062786998e-05,5.4e-05,1.774894167965861e-05,0.00022700000000000002,7.461129187560196e-05,3.5000000000000004e-05,1.1503943681260213e-05,5.2e-05,1.7091573469300885e-05,5.5e-05,1.8077625784837476e-05,4.2999999999999995e-05,1.4133416522691116e-05,5.9e-05,1.9392362205552928e-05,5.7e-05,1.8734993995195205e-05,4.9000000000000005e-05,1.6105521153764297e-05,9.2e-05,3.0238937676455413e-05,5.6e-05,1.840630989001634e-05,4.9000000000000005e-05,1.6105521153764297e-05,5.3e-05,1.742025757447975e-05,0.000307,0.000100906020289911,4.8e-05,1.5776837048585433e-05,4.9000000000000005e-05,1.6105521153764297e-05,0.000235,7.724076471703285e-05,5.1e-05,1.6762889364122024e-05,4.4999999999999996e-05,1.4790784733048844e-05,5.4e-05,1.774894167965861e-05,8.5e-05,2.7938148940203374e-05,5.4e-05,1.774894167965861e-05,5e-05,1.6434205258943162e-05,3.4000000000000007e-05,1.1175259576081352e-05,5.1e-05,1.6762889364122024e-05,2.8e-05,9.20315494500817e-06,5.4e-05,1.774894167965861e-05,5.3e-05,1.742025757447975e-05,5.3e-05,1.742025757447975e-05,5.6e-05,1.840630989001634e-05,5.7e-05,1.8734993995195205e-05,4.4999999999999996e-05,1.4790784733048844e-05,4.2999999999999995e-05,1.4133416522691116e-05,5.5e-05,1.8077625784837476e-05,4.4999999999999996e-05,1.4790784733048844e-05,5.2e-05,1.7091573469300885e-05,4.8e-05,1.5776837048585433e-05,4.2999999999999995e-05,1.4133416522691116e-05,5.2e-05,1.7091573469300885e-05,0.000184,6.047787535291083e-05,5e-05,1.6434205258943162e-05,2.9000000000000004e-05,9.531839050187035e-06,0.00011300000000000001,3.7141303885211546e-05,0.000222,7.296787134970763e-05,4.4999999999999996e-05,1.4790784733048844e-05,4.6e-05,1.5119468838227707e-05,5.4e-05,1.774894167965861e-05,5.2e-05,1.7091573469300885e-05,5.3e-05,1.742025757447975e-05,5.2e-05,1.7091573469300885e-05,4.7000000000000004e-05,1.544815294340657e-05,4.8e-05,1.5776837048585433e-05,5.5e-05,1.8077625784837476e-05
00:06:00,3.6e-05,1.1832627786439076e-05,4.4e-05,1.446210062786998e-05,5.4e-05,1.774894167965861e-05,0.00022700000000000002,7.461129187560196e-05,3.5000000000000004e-05,1.1503943681260213e-05,5.2e-05,1.7091573469300885e-05,5.5e-05,1.8077625784837476e-05,4.2999999999999995e-05,1.4133416522691116e-05,5.9e-05,1.9392362205552928e-05,5.7e-05,1.8734993995195205e-05,4.9000000000000005e-05,1.6105521153764297e-05,9.2e-05,3.0238937676455413e-05,5.6e-05,1.840630989001634e-05,4.9000000000000005e-05,1.6105521153764297e-05,5.3e-05,1.742025757447975e-05,0.000307,0.000100906020289911,4.8e-05,1.5776837048585433e-05,4.9000000000000005e-05,1.6105521153764297e-05,0.000235,7.724076471703285e-05,5.1e-05,1.6762889364122024e-05,4.4999999999999996e-05,1.4790784733048844e-05,5.4e-05,1.774894167965861e-05,8.5e-05,2.7938148940203374e-05,5.4e-05,1.774894167965861e-05,5e-05,1.6434205258943162e-05,3.4000000000000007e-05,1.1175259576081352e-05,5.1e-05,1.6762889364122024e-05,2.8e-05,9.20315494500817e-06,5.4e-05,1.774894167965861e-05,5.3e-05,1.742025757447975e-05,5.3e-05,1.742025757447975e-05,5.6e-05,1.840630989001634e-05,5.7e-05,1.8734993995195205e-05,4.4999999999999996e-05,1.4790784733048844e-05,0.000161,5.291814093379698e-05,5.5e-05,1.8077625784837476e-05,4.4999999999999996e-05,1.4790784733048844e-05,5.2e-05,1.7091573469300885e-05,4.8e-05,1.5776837048585433e-05,4.2999999999999995e-05,1.4133416522691116e-05,5.2e-05,1.7091573469300885e-05,0.000224,7.362523956006536e-05,5e-05,1.6434205258943162e-05,2.9000000000000004e-05,9.531839050187035e-06,0.00011300000000000001,3.7141303885211546e-05,0.000162,5.324682503897584e-05,4.4999999999999996e-05,1.4790784733048844e-05,4.6e-05,1.5119468838227707e-05,5.4e-05,1.774894167965861e-05,5.2e-05,1.7091573469300885e-05,5.3e-05,1.742025757447975e-05,5.2e-05,1.7091573469300885e-05,4.7000000000000004e-05,1.544815294340657e-05,4.8e-05,1.5776837048585433e-05,5.5e-05,1.8077625784837476e-05
00:07:00,3.6e-05,1.1832627786439076e-05,4.4e-05,1.446210062786998e-05,5.4e-05,1.774894167965861e-05,0.00022700000000000002,7.461129187560196e-05,0.000147,4.831656346129289e-05,5.2e-05,1.7091573469300885e-05,5.5e-05,1.8077625784837476e-05,4.2999999999999995e-05,1.4133416522691116e-05,5.9e-05,1.9392362205552928e-05,5.7e-05,1.8734993995195205e-05,4.9000000000000005e-05,1.6105521153764297e-05,9.2e-05,3.0238937676455413e-05,5.6e-05,1.840630989001634e-05,4.9000000000000005e-05,1.6105521153764297e-05,5.3e-05,1.742025757447975e-05,0.000307,0.000100906020289911,4.8e-05,1.5776837048585433e-05,4.9000000000000005e-05,1.6105521153764297e-05,0.000235,7.724076471703285e-05,5.1e-05,1.6762889364122024e-05,4.4999999999999996e-05,1.4790784733048844e-05,5.4e-05,1.774894167965861e-05,8.5e-05,2.7938148940203374e-05,5.4e-05,1.774894167965861e-05,5e-05,1.6434205258943162e-05,3.4000000000000007e-05,1.1175259576081352e-05,5.1e-05,1.6762889364122024e-05,7.8e-05,2.563736020395133e-05,5.4e-05,1.774894167965861e-05,5.3e-05,1.742025757447975e-05,5.3e-05,1.742025757447975e-05,5.6e-05,1.840630989001634e-05,5.7e-05,1.8734993995195205e-05,4.4999999999999996e-05,1.4790784733048844e-05,0.000161,5.291814093379698e-05,5.5e-05,1.8077625784837476e-05,4.4999999999999996e-05,1.4790784733048844e-05,5.2e-05,1.7091573469300885e-05,4.8e-05,1.5776837048585433e-05,4.2999999999999995e-05,1.4133416522691116e-05,5.2e-05,1.7091573469300885e-05,0.000224,7.362523956006536e-05,5e-05,1.6434205258943162e-05,2.9000000000000004e-05,9.531839050187035e-06,0.00011300000000000001,3.7141303885211546e-05,0.000162,5.324682503897584e-05,4.4999999999999996e-05,1.4790784733048844e-05,4.6e-05,1.5119468838227707e-05,5.4e-05,1.774894167965861e-05,5.2e-05,1.7091573469300885e-05,5.3e-05,1.742025757447975e-05,5.2e-05,1.7091573469300885e-05,4.7000000000000004e-05,1.544815294340657e-05,4.8e-05,1.5776837048585433e-05,5.5e-05,1.8077625784837476e-05
00:08:00,3.6e-05,1.1832627786439076e-05,4.4e-05,1.446210062786998e-05,5.4e-05,1.774894167965861e-05,0.00022700000000000002,7.461129187560196e-05,0.000147,4.831656346129289e-05,5.2e-05,1.7091573469300885e-05,5.5e-05,1.8077625784837476e-05,4.2999999999999995e-05,1.4133416522691116e-05,5.9e-05,1.9392362205552928e-05,5.7e-05,1.8734993995195205e-05,4.9000000000000005e-05,1.6105521153764297e-05,9.2e-05,3.0238937676455413e-05,5.6e-05,1.840630989001634e-05,4.9000000000000005e-05,1.6105521153764297e-05,5.3e-05,1.742025757447975e-05,0.000342,0.00011240996397117122,4.8e-05,1.5776837048585433e-05,4.9000000000000005e-05,1.6105521153764297e-05,0.000235,7.724076471703285e-05,5.1e-05,1.6762889364122024e-05,4.4999999999999996e-05,1.4790784733048844e-05,5.4e-05,1.774894167965861e-05,8.5e-05,2.7938148940203374e-05,5.4e-05,1.774894167965861e-05,5e-05,1.6434205258943162e-05,3.4000000000000007e-05,1.1175259576081352e-05,5.1e-05,1.6762889364122024e-05,0.00013800000000000002,4.535840651468313e-05,5.4e-05,1.774894167965861e-05,5.3e-05,1.742025757447975e-05,5.3e-05,1.742025757447975e-05,5.6e-05,1.840630989001634e-05,5.7e-05,1.8734993995195205e-05,4.4999999999999996e-05,1.4790784733048844e-05,0.000161,5.291814093379698e-05,5.5e-05,1.8077625784837476e-05,4.4999999999999996e-05,1.4790784733048844e-05,5.2e-05,1.7091573469300885e-05,4.8e-05,1.5776837048585433e-05,4.2999999999999995e-05,1.4133416522691116e-05,5.2e-05,1.7091573469300885e-05,0.000237,7.789813292739058e-05,5e-05,1.6434205258943162e-05,2.9000000000000004e-05,9.531839050187035e-06,0.00011300000000000001,3.7141303885211546e-05,0.000162,5.324682503897584e-05,4.4999999999999996e-05,1.4790784733048844e-05,4.6e-05,1.5119468838227707e-05,5.4e-05,1.774894167965861e-05,5.2e-05,1.7091573469300885e-05,5.3e-05,1.742025757447975e-05,5.2e-05,1.7091573469300885e-05,4.7000000000000004e-05,1.544815294340657e-05,0.000148,4.864524756647175e-05,5.5e-05,1.8077625784837476e-05
00:09:00,3.6e-05,1.1832627786439076e-05,4.4e-05,1.446210062786998e-05,5.4e-05,1.774894167965861e-05,0.00022700000000000002,7.461129187560196e-05,0.000147,4.831656346129289e-05,5.2e-05,1.7091573469300885e-05,5.5e-05,1.8077625784837476e-05,4.2999999999999995e-05,1.4133416522691116e-05,5.9e-05,1.9392362205552928e-05,5.7e-05,1.8734993995195205e-05,4.9000000000000005e-05,1.6105521153764297e-05,9.2e-05,3.0238937676455413e-05,5.6e-05,1.840630989001634e-05,4.9000000000000005e-05,1.6105521153764297e-05,5.3e-05,1.742025757447975e-05,0.000342,0.00011240996397117122,4.8e-05,1.5776837048585433e-05,4.9000000000000005e-05,1.6105521153764297e-05,0.000235,7.724076471703285e-05,5.1e-05,1.6762889364122024e-05,4.4999999999999996e-05,1.4790784733048844e-05,5.4e-05,1.774894167965861e-05,8.5e-05,2.7938148940203374e-05,5.4e-05,1.774894167965861e-05,5e-05,1.6434205258943162e-05,3.4000000000000007e-05,1.1175259576081352e-05,5.1e-05,1.6762889364122024e-05,0.00029,9.531839050187033e-05,5.4e-05,1.774894167965861e-05,5.3e-05,1.742025757447975e-05,5.3e-05,1.742025757447975e-05,5.6e-05,1.840630989001634e-05,5.7e-05,1.8734993995195205e-05,4.4999999999999996e-05,1.4790784733048844e-05,0.000161,5.291814093379698e-05,5.5e-05,1.8077625784837476e-05,4.4999999999999996e-05,1.4790784733048844e-05,5.2e-05,1.7091573469300885e-05,4.8e-05,1.5776837048585433e-05,4.2999999999999995e-05,1.4133416522691116e-05,5.2e-05,1.7091573469300885e-05,0.000237,7.789813292739058e-05,5e-05,1.6434205258943162e-05,2.9000000000000004e-05,9.531839050187035e-06,0.00011300000000000001,3.7141303885211546e-05,0.000162,5.324682503897584e-05,4.4999999999999996e-05,1.4790784733048844e-05,4.6e-05,1.5119468838227707e-05,5.4e-05,1.774894167965861e-05,5.2e-05,1.7091573469300885e-05,5.3e-05,1.742025757447975e-05,5.2e-05,1.7091573469300885e-05,4.7000000000000004e-05,1.544815294340657e-05,0.000148,4.864524756647175e-05,5.5e-05,1.8077625784837476e-05
00:10:00,3.6e-05,1.1832627786439076e-05,4.4e-05,1.446210062786998e-05,5.4e-05,1.774894167965861e-05,0.00022700000000000002,7.461129187560196e-05,0.000279,9.170286534490284e-05,5.2e-05,1.7091573469300885e-05,5.5e-05,1.8077625784837476e-05,4.2999999999999995e-05,1.4133416522691116e-05,5.9e-05,1.9392362205552928e-05,5.7e-05,1.8734993995195205e-05,4.9000000000000005e-05,1.6105521153764297e-05,9.2e-05,3.0238937676455413e-05,5.6e-05,1.840630989001634e-05,4.9000000000000005e-05,1.6105521153764297e-05,5.3e-05,1.742025757447975e-05,0.000207,6.803760977202467e-05,4.8e-05,1.5776837048585433e-05,4.9000000000000005e-05,1.6105521153764297e-05,0.000235,7.724076471703285e-05,5.1e-05,1.6762889364122024e-05,4.4999999999999996e-05,1.4790784733048844e-05,5.4e-05,1.774894167965861e-05,8.5e-05,2.7938148940203374e-05,5.4e-05,1.774894167965861e-05,5e-05,1.6434205258943162e-05,3.4000000000000007e-05,1.1175259576081352e-05,5.1e-05,1.6762889364122024e-05,0.00029,9.531839050187033e-05,5.4e-05,1.774894167965861e-05,5.3e-05,1.742025757447975e-05,5.3e-05,1.742025757447975e-05,5.6e-05,1.840630989001634e-05,5.7e-05,1.8734993995195205e-05,4.4999999999999996e-05,1.4790784733048844e-05,0.000161,5.291814093379698e-05,5.5e-05,1.8077625784837476e-05,4.4999999999999996e-05,1.4790784733048844e-05,5.2e-05,1.7091573469300885e-05,4.8e-05,1.5776837048585433e-05,4.2999999999999995e-05,1.4133416522691116e-05,5.2e-05,1.7091573469300885e-05,0.000237,7.789813292739058e-05,5e-05,1.6434205258943162e-05,2.9000000000000004e-05,9.531839050187035e-06,0.00011300000000000001,3.7141303885211546e-05,0.000259,8.512918324132557e-05,4.4999999999999996e-05,1.4790784733048844e-05,4.6e-05,1.5119468838227707e-05,5.4e-05,1.774894167965861e-05,5.2e-05,1.7091573469300885e-05,5.3e-05,1.742025757447975e-05,5.2e-05,1.7091573469300885e-05,4.7000000000000004e-05,1.544815294340657e-05,0.002331,0.0007661626491719302,5.5e-05,1.8077625784837476e-05
